year,month,hour,latitude,longitude,focal_depth_(km),magnitude,country,magnitude_scale
1978,6,8,38.19,142.028,44.0,7.7,JAPAN,serious damage
1978,6,12,8.249,122.403,24.0,6.9,"MINDANAO ISLAND, PHILIPPINES",severe damage
1978,6,20,40.739,23.229,3.0,6.4,GREECE,severe damage
1978,7,14,22.282,121.512,17.0,7.4,TAIWAN,serious damage
1978,7,14,14.843,-91.022,10.0,4.5,GUATEMALA,minor damage
1978,8,18,-26.51,-70.54,58.0,7.0,CHILE,serious damage
1978,8,22,34.35,-119.7,7.0,5.6,CALIFORNIA,slight_damage
1978,8,14,36.63,-6.871,30.0,4.4,SPAIN,minor damage
1978,9,5,48.29,9.01,8.0,5.3,GERMANY,minor damage
1978,9,15,33.205,57.478,33.0,7.4,IRAN,serious damage
1978,10,9,36.55,126.67,5.0,5.0,SOUTH KOREA,minor damage
1978,11,19,39.35,72.61,7.0,6.8,UZBEKISTAN,severe damage
1978,11,15,37.684,48.996,34.0,6.3,IRAN,severe damage
1978,11,19,16.01,-96.591,18.0,7.7,MEXICO,serious damage
1978,12,14,44.592,146.581,91.0,7.5,RUSSIA,serious damage
1978,12,7,32.112,49.68,33.0,6.1,IRAN,severe damage
1978,12,11,23.247,122.075,33.0,7.0,TAIWAN,serious damage
1979,1,9,33.918,59.555,33.0,6.5,IRAN,severe damage
1979,2,10,-16.39,-72.658,53.0,6.9,PERU,severe damage
1979,2,6,40.232,143.703,10.0,6.4,"IWATE, JAPAN",severe damage
1979,2,21,60.691,-141.671,18.0,7.5,ALASKA,serious damage
1979,3,11,17.813,-101.276,49.0,7.6,MEXICO,serious damage
1979,4,2,41.956,19.023,10.0,5.3,MONTENEGRO,minor damage
1979,4,6,42.096,19.209,10.0,6.9,BALKANS NW,severe damage
1979,5,6,34.53,24.437,33.0,5.6,GREECE,slight_damage
1979,5,16,-8.299,115.934,43.0,5.4,INDONESIA,minor damage
1979,5,17,42.255,18.752,8.0,6.2,BALKANS NW,severe damage
1979,5,9,-8.207,115.949,25.0,5.8,INDONESIA,slight_damage
1979,6,9,-30.812,117.179,6.0,6.1,AUSTRALIA,severe damage
1979,6,5,-4.98,145.577,189.0,6.2,PAPUA NEW GUINEA,severe damage
1979,7,20,8.316,-82.943,28.0,6.5,PANAMA-COSTA RICA,severe damage
1979,7,10,31.452,119.241,11.0,5.4,CHINA,minor damage
1979,7,13,39.672,28.66,10.0,4.9,TURKEY,minor damage
1979,8,16,41.145,108.129,33.0,5.9,CHINA,slight_damage
1979,9,5,-1.679,136.04,5.0,7.9,INDONESIA,serious damage
1979,9,21,42.812,13.061,16.0,5.8,ITALY,slight_damage
1979,10,7,14.321,-90.082,33.0,4.7,GUATEMALA,minor damage
1979,10,10,-46.675,165.707,33.0,7.5,NEW ZEALAND,serious damage
1979,10,23,32.634,-115.324,10.0,6.9,CALIFORNIA,severe damage
1979,10,1,-8.254,115.847,38.0,6.2,INDONESIA,severe damage
1979,10,14,13.833,-90.881,58.0,6.8,GUATEMALA,severe damage
1979,11,15,-7.656,108.252,62.0,6.1,INDONESIA,severe damage
1979,11,5,39.536,20.398,40.0,5.2,GREECE-ALBANIA,minor damage
1979,11,2,33.978,59.832,33.0,6.6,IRAN,severe damage
1979,11,15,-16.76,-179.984,33.0,6.9,FIJI ISLANDS,severe damage
1979,11,23,4.805,-76.217,108.0,6.4,COLOMBIA,severe damage
1979,11,17,33.974,59.847,10.0,7.1,IRAN,serious damage
1979,12,9,34.033,59.817,33.0,6.0,IRAN,slight_damage
1979,12,7,1.555,-79.276,23.0,8.1,COLOMBIA,great damage
1979,12,0,-3.299,102.712,33.0,6.6,INDONESIA,severe damage
1979,12,19,-8.39,115.889,33.0,6.3,INDONESIA,severe damage
1980,1,16,38.727,-27.75,13.0,6.9,AZORES,severe damage
1980,1,19,37.855,-121.816,11.0,5.9,CALIFORNIA,slight_damage
1980,2,5,43.53,146.753,44.0,7.0,RUSSIA,serious damage
1980,4,12,-8.082,108.793,84.0,5.8,INDONESIA,slight_damage
1980,5,1,40.459,15.855,24.0,4.5,ITALY,minor damage
1980,5,7,14.716,-91.317,105.0,5.3,GUATEMALA,minor damage
1980,5,15,46.214,-122.194,4.0,5.2,WASHINGTON,minor damage
1980,5,20,43.294,20.837,9.0,5.8,BALKANS NW,slight_damage
1980,5,16,37.6,-118.84,7.0,6.1,CALIFORNIA,severe damage
1980,6,3,32.22,-114.985,5.0,6.4,MEXICO,severe damage
1980,6,7,34.808,139.181,15.0,6.2,JAPAN,severe damage
1980,7,23,-12.41,166.381,33.0,7.5,SOLOMON ISLANDS,serious damage
1980,7,2,39.269,23.041,14.0,6.4,GREECE,severe damage
1980,7,11,40.113,70.596,33.0,5.2,TAJIKISTAN,minor damage
1980,7,5,39.203,22.729,10.0,4.0,GREECE,minor damage
1980,7,19,-12.525,165.916,33.0,7.9,SOLOMON ISLANDS,serious damage
1980,7,5,37.19,50.201,62.0,5.4,IRAN,minor damage
1980,7,18,38.174,-83.907,8.0,5.1,KENTUCKY,minor damage
1980,7,14,29.598,81.092,18.0,6.5,NEPAL-INDIA,severe damage
1980,8,5,15.888,-88.516,22.0,6.4,HONDURAS;  N GUATEMALA,severe damage
1980,8,15,-1.948,-80.017,55.0,5.6,ECUADOR,slight_damage
1980,8,21,32.913,75.633,25.0,4.9,INDIA,minor damage
1980,8,21,32.834,75.629,33.0,4.8,INDIA,minor damage
1980,9,17,35.45,139.964,73.0,6.0,JAPAN,slight_damage
1980,10,15,-39.542,176.478,32.0,5.6,NEW ZEALAND,slight_damage
1980,10,12,36.199,1.374,10.0,7.1,ALGERIA,serious damage
1980,10,14,18.211,-98.24,72.0,6.4,MEXICO,severe damage
1980,11,10,41.117,-124.253,19.0,7.2,CALIFORNIA,serious damage
1980,11,6,-13.347,-74.545,71.0,4.9,PERU,minor damage
1980,11,18,40.914,15.366,20.0,6.9,ITALY,severe damage
1980,11,17,8.045,-72.441,40.0,5.0,VENEZUELA,minor damage
1980,12,1,34.587,50.652,33.0,6.0,IRAN,slight_damage
1980,12,12,34.503,50.59,41.0,5.2,IRAN,minor damage
1981,1,18,38.64,142.75,33.0,6.9,JAPAN,severe damage
1981,1,15,-4.576,139.232,33.0,6.7,INDONESIA,severe damage
1981,1,21,30.927,101.098,33.0,6.8,CHINA,severe damage
1981,2,17,41.051,14.601,10.0,4.6,ITALY,minor damage
1981,2,20,38.222,22.934,33.0,6.7,GREECE,severe damage
1981,3,21,38.209,23.288,29.0,6.4,GREECE,severe damage
1981,3,15,39.481,20.699,31.0,5.6,GREECE,slight_damage
1981,4,0,-13.144,-74.376,38.0,4.8,PERU,minor damage
1981,4,12,33.133,-115.65,6.0,6.0,CALIFORNIA,slight_damage
1981,5,5,-48.786,164.357,33.0,7.6,NEW ZEALAND,serious damage
1981,6,7,29.913,57.715,33.0,6.6,IRAN,severe damage
1981,6,17,-13.166,-74.522,24.0,5.2,PERU,minor damage
1981,7,0,37.141,45.23,33.0,5.8,IRAN,slight_damage
1981,7,17,30.013,57.794,33.0,7.0,IRAN,serious damage
1981,8,2,44.849,17.312,16.0,5.5,BALKANS NW,slight_damage
1981,9,9,-14.96,-173.085,25.0,7.7,SAMOA,serious damage
1981,9,7,35.693,73.594,33.0,5.9,PAKISTAN,slight_damage
1981,10,3,-33.134,-73.074,33.0,7.5,CHILE,serious damage
1981,10,4,8.117,-72.527,54.0,5.4,VENEZUELA-N COLOMBIA,minor damage
1981,10,3,18.048,-102.084,33.0,7.3,MEXICO,serious damage
1981,11,9,23.686,32.604,10.0,5.3,EGYPT,minor damage
1981,12,20,29.856,66.962,33.0,4.0,PAKISTAN,minor damage
1981,12,14,39.243,25.227,10.0,7.5,GREECE,serious damage
1982,1,6,13.752,124.358,46.0,7.1,PHILIPPINES,serious damage
1982,1,21,46.975,-66.659,7.0,4.5,CANADA; MAINE,minor damage
1982,1,5,13.158,-87.589,6.0,6.0,HONDURAS,slight_damage
1982,1,4,6.946,94.002,19.0,6.3,INDIA,severe damage
1982,2,16,-6.863,106.936,40.0,5.5,INDONESIA,slight_damage
1982,2,4,4.374,97.755,52.0,5.4,INDONESIA,minor damage
1982,3,10,-9.265,118.479,33.0,6.4,INDONESIA,severe damage
1982,3,2,42.158,142.361,44.0,6.7,JAPAN,severe damage
1982,3,4,17.25,-93.21,9.0,3.5,MEXICO,minor damage
1982,3,23,-12.69,-76.065,95.0,6.1,PERU,severe damage
1982,4,6,36.785,105.55,33.0,4.6,CHINA,minor damage
1982,6,10,16.558,-98.358,34.0,7.0,MEXICO,serious damage
1982,6,23,31.907,99.931,10.0,5.5,CHINA,slight_damage
1982,6,6,13.313,-89.339,82.0,6.2,EL SALVADOR,severe damage
1982,7,14,36.194,141.702,37.0,6.8,"IBARAKI, JAPAN",severe damage
1982,8,20,-12.597,165.931,31.0,7.5,SOLOMON ISLANDS,serious damage
1982,8,20,-8.375,120.577,46.0,5.6,INDONESIA,slight_damage
1982,9,5,14.487,-89.121,12.0,5.1,HONDURAS-GUATEMALA-EL SALVADOR,minor damage
1982,10,10,43.164,12.586,16.0,4.4,ITALY,minor damage
1982,11,23,40.883,19.59,21.0,5.5,BALKANS NW,slight_damage
1982,12,9,14.701,44.379,5.0,6.0,YEMEN,slight_damage
1982,12,0,36.148,69.011,36.0,6.6,AFGHANISTAN,severe damage
1982,12,17,-24.133,-175.864,33.0,7.7,TONGA TRENCH,serious damage
1982,12,12,-8.405,123.08,33.0,5.9,INDONESIA,slight_damage
1982,12,6,33.826,139.434,22.0,6.1,JAPAN,severe damage
1983,1,12,38.026,20.228,14.0,7.2,GREECE,serious damage
1983,1,8,16.147,-95.232,57.0,6.7,MEXICO,severe damage
1983,2,1,39.945,75.135,16.0,6.2,CHINA,severe damage
1983,2,18,41.959,21.54,24.0,4.7,BALKANS NW,minor damage
1983,2,20,38.841,70.727,49.0,5.2,TAJIKISTAN,minor damage
1983,3,1,-4.056,127.924,17.0,6.5,INDONESIA,severe damage
1983,3,9,-4.883,153.581,89.0,7.6,PAPUA NEW GUINEA,serious damage
1983,3,23,38.294,20.262,19.0,6.2,GREECE,severe damage
1983,3,11,35.953,52.264,33.0,4.9,IRAN,minor damage
1983,3,13,2.461,-76.686,22.0,4.9,COLOMBIA,minor damage
1983,4,0,39.042,48.714,33.0,4.6,TURKMENISTAN,minor damage
1983,4,2,8.717,-83.123,37.0,7.3,COSTA RICA,serious damage
1983,4,2,5.723,94.722,79.0,6.6,INDONESIA,severe damage
1983,4,6,40.025,75.26,33.0,5.6,CHINA,slight_damage
1983,4,12,-4.843,-78.103,104.0,6.5,PERU,severe damage
1983,4,0,14.926,99.023,10.0,5.9,THAILAND,slight_damage
1983,5,23,36.219,-120.317,10.0,6.2,CALIFORNIA,severe damage
1983,5,2,40.462,139.102,24.0,7.7,JAPAN,serious damage
1983,6,12,40.249,138.948,26.0,5.9,"NOSHIRO, JAPAN",slight_damage
1983,6,6,41.346,139.099,10.0,6.9,JAPAN,severe damage
1983,6,7,21.721,103.282,18.0,6.3,VIETNAM,severe damage
1983,7,17,9.652,-83.688,33.0,6.2,COSTA RICA,severe damage
1983,7,12,40.324,27.222,10.0,6.1,TURKEY,severe damage
1983,7,15,61.031,-147.286,37.0,6.1,ALASKA,severe damage
1983,7,2,36.948,49.18,41.0,5.0,IRAN,minor damage
1983,8,4,30.349,67.84,10.0,4.2,PAKISTAN,minor damage
1983,8,15,40.142,24.766,2.0,7.0,GREECE,serious damage
1983,8,3,35.5,139.07,25.0,5.3,JAPAN,minor damage
1983,8,10,55.867,161.287,63.0,6.5,RUSSIA,severe damage
1983,8,12,18.231,120.86,29.0,6.5,PHILIPPINES,severe damage
1983,9,6,43.246,20.859,10.0,5.1,BALKANS NW,minor damage
1983,10,13,33.941,139.513,12.0,6.0,JAPAN,slight_damage
1983,10,18,-26.535,-70.563,15.0,7.3,CHILE,serious damage
1983,10,5,1.084,121.052,40.0,6.0,INDONESIA,slight_damage
1983,10,0,1.131,120.858,33.0,6.1,INDONESIA,severe damage
1983,10,14,43.974,-113.916,14.0,7.3,IDAHO,serious damage
1983,10,4,40.33,42.187,12.0,6.9,TURKEY,severe damage
1983,10,16,35.464,133.899,27.0,5.2,JAPAN,minor damage
1983,11,21,35.206,115.213,19.0,5.3,CHINA,minor damage
1983,11,0,50.696,5.346,10.0,5.0,BELGIUM,minor damage
1983,11,16,44.689,10.317,37.0,5.0,ITALY,minor damage
1983,11,16,19.43,-155.454,12.0,6.7,HAWAII,severe damage
1983,11,17,-6.852,72.11,10.0,7.6,INDIAN OCEAN,serious damage
1983,12,1,-5.392,151.868,26.0,6.4,PAPUA NEW GUINEA,severe damage
1983,12,4,11.866,-13.529,11.0,6.2,GUINEA,severe damage
1983,12,23,36.372,70.738,215.0,7.2,AFGHANISTAN,serious damage
1984,1,15,-2.823,118.806,33.0,6.6,INDONESIA,severe damage
1984,2,14,34.616,70.484,33.0,5.8,AFGHANISTAN,slight_damage
1984,2,21,-10.012,160.469,18.0,7.5,SOLOMON ISLANDS,serious damage
1984,2,8,38.308,22.11,20.0,5.6,GREECE,slight_damage
1984,2,17,36.431,70.826,208.0,6.1,PAKISTAN-NW AFGHANISTAN,severe damage
1984,3,20,40.32,63.35,15.0,7.0,UZBEKISTAN,serious damage
1984,3,9,44.117,148.192,44.0,7.0,RUSSIA,serious damage
1984,3,20,-4.647,145.805,28.0,6.6,PAPUA NEW GUINEA,severe damage
1984,4,21,37.32,-121.698,8.0,6.1,CALIFORNIA,severe damage
1984,4,5,43.26,12.558,12.0,5.3,ITALY,minor damage
1984,5,17,41.765,13.898,10.0,5.8,ITALY,slight_damage
1984,5,10,41.831,13.961,14.0,5.2,ITALY,minor damage
1984,5,12,42.967,17.734,30.0,5.1,BOSNIA-HERZEGOVINA,minor damage
1984,6,2,31.448,140.036,41.0,5.5,JAPAN,slight_damage
1984,6,11,17.984,-69.338,24.0,6.7,DOMINICAN REPUBLIC,severe damage
1984,7,6,52.878,-4.198,13.0,4.7,UNITED KINGDOM,minor damage
1984,8,19,32.386,131.945,46.0,6.7,JAPAN,severe damage
1984,8,6,1.761,99.075,33.0,5.2,INDONESIA,minor damage
1984,9,0,43.314,20.957,13.0,4.7,BALKANS NW,minor damage
1984,9,23,35.789,137.488,10.0,6.1,JAPAN,severe damage
1984,9,13,40.885,42.219,10.0,6.4,TURKEY,severe damage
1984,9,17,34.006,141.5,48.0,6.9,JAPAN,severe damage
1984,10,4,37.013,21.757,27.0,4.5,GREECE,minor damage
1984,10,9,40.545,42.403,60.0,5.3,TURKEY,minor damage
1984,10,15,42.375,-105.72,33.0,5.1,WYOMING,minor damage
1984,10,20,39.155,71.328,33.0,6.1,TAJIKISTAN,severe damage
1984,12,10,56.2,163.4,33.0,7.0,RUSSIA,serious damage
1984,12,23,24.641,92.891,23.0,5.6,INDIA,slight_damage
1985,1,3,-33.053,-68.467,5.0,6.9,ARGENTINA,severe damage
1985,2,20,28.399,52.997,37.0,5.3,IRAN,minor damage
1985,3,22,-33.132,-71.708,40.0,8.0,CHILE,great damage
1985,3,14,17.013,-62.448,13.0,6.4,GUADELOUPE,severe damage
1985,3,10,-32.663,-71.551,33.0,6.6,CHILE,severe damage
1985,3,19,7.758,123.544,33.0,6.5,PHILIPPINES,severe damage
1985,4,1,-34.131,-71.618,38.0,7.5,CHILE,serious damage
1985,4,1,-9.245,114.185,99.0,6.2,INDONESIA,severe damage
1985,4,5,25.926,102.871,5.0,5.8,CHINA,slight_damage
1985,4,1,16.498,120.815,33.0,6.1,PHILIPPINES,severe damage
1985,4,18,39.266,22.81,27.0,5.5,GREECE,slight_damage
1985,5,15,-5.599,151.045,27.0,7.1,PAPUA NEW GUINEA,serious damage
1985,7,4,-4.439,152.828,46.0,7.2,PAPUA NEW GUINEA,serious damage
1985,7,7,36.19,70.896,99.0,6.6,AFGHANISTAN,severe damage
1985,8,11,-9.159,-78.887,57.0,6.1,PERU,severe damage
1985,8,12,39.431,75.224,7.0,7.5,CHINA,serious damage
1985,9,2,-4.13,136.049,10.0,6.3,INDONESIA,severe damage
1985,9,13,18.19,-102.533,28.0,8.1,MEXICO,great damage
1985,9,1,17.802,-101.647,31.0,7.6,MEXICO,serious damage
1985,9,3,-9.829,159.854,32.0,6.9,SOLOMON ISLANDS,severe damage
1985,9,14,41.581,22.254,7.0,5.0,BALKANS NW,minor damage
1985,10,3,15.299,-90.863,5.0,4.5,GUATEMALA,minor damage
1985,10,15,40.301,69.823,16.0,5.9,TAJIKISTAN,slight_damage
1985,10,19,36.46,6.761,10.0,5.9,ALGERIA,slight_damage
1985,11,8,40.31,42.307,33.0,4.2,TURKEY,minor damage
1985,11,9,-1.639,134.911,10.0,7.1,INDONESIA,serious damage
1985,11,3,-13.987,166.185,33.0,7.6,VANUATU ISLANDS,serious damage
1985,12,2,11.725,-85.838,22.0,6.0,NICARAGUA,slight_damage
1985,12,1,-13.966,166.516,43.0,7.6,VANUATU ISLANDS,serious damage
1985,12,2,37.688,15.068,10.0,4.3,ITALY,minor damage
1986,1,19,-9.505,-77.512,39.0,5.3,PERU,minor damage
1986,1,11,-3.904,103.461,33.0,5.0,INDONESIA,minor damage
1986,2,15,15.075,-92.072,16.0,4.7,GUATEMALA,minor damage
1986,4,20,-13.41,-71.785,51.0,4.6,PERU,minor damage
1986,4,7,32.128,76.374,33.0,5.3,INDIA,minor damage
1986,5,3,37.993,37.806,10.0,5.9,TURKEY,slight_damage
1986,5,22,51.52,-174.776,19.0,8.0,ALASKA,great damage
1986,5,8,41.431,43.737,10.0,5.7,GEORGIA,slight_damage
1986,5,14,29.627,69.363,18.0,5.2,PAKISTAN,minor damage
1986,5,16,52.327,-174.504,26.0,6.4,ALASKA,severe damage
1986,5,5,24.125,121.619,19.0,6.4,TAIWAN,severe damage
1986,6,13,10.597,-62.928,19.0,6.2,VENEZUELA,severe damage
1986,6,3,-4.448,143.943,102.0,7.1,PAPUA NEW GUINEA,serious damage
1986,7,9,34.0,-116.61,12.0,6.0,CALIFORNIA,slight_damage
1986,7,7,29.962,51.582,10.0,5.6,IRAN,slight_damage
1986,7,13,32.97,-117.869,6.0,5.8,CALIFORNIA,slight_damage
1986,7,17,10.77,-69.428,7.0,4.9,VENEZUELA,minor damage
1986,7,14,37.537,-118.447,9.0,6.2,CALIFORNIA-NEVADA,severe damage
1986,8,1,37.2,37.3,12.0,4.1,TURKEY,minor damage
1986,8,21,45.547,26.316,132.0,6.9,ROMANIA,severe damage
1986,9,17,37.014,22.176,11.0,5.8,GREECE,slight_damage
1986,9,11,36.93,22.175,10.0,4.8,GREECE,minor damage
1986,10,18,-30.546,28.737,5.0,4.8,SOUTH AFRICA,minor damage
1986,10,17,13.827,-89.118,7.0,5.4,EL SALVADOR,minor damage
1986,10,9,37.931,28.574,5.0,5.5,TURKEY,slight_damage
1986,10,19,27.727,66.65,43.0,4.5,PAKISTAN,minor damage
1986,10,6,-28.117,-176.367,29.0,8.1,KERMADEC ISLANDS,great damage
1986,11,21,23.901,121.574,34.0,7.8,TAIWAN,serious damage
1986,11,13,44.12,16.339,30.0,5.5,BALKANS NW,slight_damage
1986,11,5,-5.494,-35.769,5.0,4.8,BRAZIL,minor damage
1986,12,14,43.274,25.912,21.0,5.6,BULGARIA,slight_damage
1986,12,5,-33.071,-72.084,33.0,5.0,CHILE,minor damage
1986,12,23,29.985,51.623,26.0,5.0,IRAN,minor damage
1987,1,22,41.964,81.319,17.0,5.8,CHINA,slight_damage
1987,1,8,41.529,79.318,29.0,5.9,CHINA,slight_damage
1987,1,11,35.964,1.374,10.0,4.3,ALGERIA,minor damage
1987,2,13,36.988,141.689,48.0,6.3,JAPAN,severe damage
1987,2,18,-6.088,147.689,55.0,7.6,PAPUA NEW GUINEA,serious damage
1987,3,1,-37.965,176.765,19.0,6.6,NEW ZEALAND,severe damage
1987,3,9,-24.388,-70.161,62.0,7.3,CHILE,serious damage
1987,3,4,0.083,-77.785,10.0,7.2,ECUADOR,serious damage
1987,3,3,32.034,131.837,54.0,6.7,JAPAN,severe damage
1987,3,12,37.447,137.865,23.0,5.1,JAPAN,minor damage
1987,4,12,16.066,120.301,107.0,6.3,PHILIPPINES,severe damage
1987,4,19,2.244,98.866,11.0,6.6,INDONESIA,severe damage
1987,5,17,8.047,125.41,32.0,5.2,PHILIPPINES,minor damage
1987,5,6,34.076,48.266,41.0,4.6,IRAN,minor damage
1987,6,14,-10.717,162.33,75.0,6.3,SOLOMON ISLANDS,severe damage
1987,7,2,-14.074,167.828,48.0,6.6,VANUATU ISLANDS,severe damage
1987,8,9,24.924,115.608,29.0,4.9,CHINA,minor damage
1987,8,15,-19.022,-69.991,70.0,6.9,CHILE,severe damage
1987,8,15,-17.897,-70.931,37.0,6.4,CHILE,severe damage
1987,9,6,-58.893,158.513,33.0,7.7,AUSTRALIA,serious damage
1987,9,16,43.242,13.874,19.0,4.6,ITALY,minor damage
1987,9,13,-0.978,-78.05,10.0,6.2,ECUADOR,severe damage
1987,10,14,34.061,-118.078,10.0,5.7,CALIFORNIA,slight_damage
1987,10,22,-8.143,-77.954,20.0,5.1,PERU,minor damage
1987,10,10,34.07,-118.1,8.0,4.8,CALIFORNIA,minor damage
1987,10,4,-17.94,-172.225,16.0,7.3,TONGA ISLANDS,serious damage
1987,10,13,-7.288,154.371,25.0,6.8,PAPUA NEW GUINEA,severe damage
1987,10,20,-6.266,149.06,48.0,7.7,PAPUA NEW GUINEA,serious damage
1987,11,8,58.586,-143.27,10.0,7.2,ALASKA,serious damage
1987,11,1,33.082,-115.775,5.0,6.2,CALIFORNIA,severe damage
1987,11,1,-8.247,124.155,33.0,6.5,INDONESIA,severe damage
1987,11,19,58.679,-142.786,10.0,7.9,ALASKA,serious damage
1987,12,2,35.362,140.214,63.0,6.0,JAPAN,slight_damage
1988,1,21,38.111,106.336,14.0,5.5,CHINA,slight_damage
1988,1,1,41.246,19.63,24.0,5.8,ALBANIA,slight_damage
1988,1,0,-19.847,133.803,5.0,6.3,AUSTRALIA,severe damage
1988,1,12,-19.829,133.882,5.0,6.7,AUSTRALIA,severe damage
1988,2,14,-24.753,-70.433,37.0,6.7,CHILE,severe damage
1988,2,14,24.688,91.57,33.0,5.8,BANGLADESH,slight_damage
1988,3,22,57.262,-142.747,15.0,7.8,ALASKA,serious damage
1988,3,2,30.89,50.194,33.0,5.7,IRAN,slight_damage
1988,6,20,12.376,121.067,17.0,6.2,PHILIPPINES,severe damage
1988,6,2,18.606,121.013,53.0,5.4,PHILIPPINES,minor damage
1988,7,20,-5.964,148.78,53.0,6.8,PAPUA NEW GUINEA,severe damage
1988,7,23,23.902,121.598,51.0,5.7,TAIWAN,slight_damage
1988,8,0,25.149,95.127,91.0,7.2,MYANMAR (BURMA);  INDIA,serious damage
1988,8,4,-10.258,160.896,36.0,7.6,SOLOMON ISLANDS,serious damage
1988,8,16,29.974,51.679,33.0,6.1,IRAN,severe damage
1988,8,23,26.755,86.616,57.0,6.6,NEPAL-INDIA,severe damage
1988,9,0,-6.06,146.23,0.0,4.3,PAPUA NEW GUINEA,minor damage
1988,9,20,37.18,71.811,11.0,5.0,TAJIKISTAN,minor damage
1988,10,12,37.938,20.932,25.0,5.8,GREECE,slight_damage
1988,10,10,36.443,2.759,12.0,5.6,ALGERIA,slight_damage
1988,11,14,13.881,-90.45,69.0,6.0,GUATEMALA,slight_damage
1988,11,19,19.08,-67.256,33.0,5.7,PUERTO RICO,slight_damage
1988,11,13,22.789,99.611,18.0,7.3,CHINA,serious damage
1988,11,13,23.181,99.439,10.0,6.4,CHINA,severe damage
1988,11,1,21.23,108.545,10.0,4.6,CHINA,minor damage
1988,11,3,18.068,-76.597,16.0,4.7,JAMAICA,minor damage
1988,11,6,12.399,124.537,19.0,6.6,PHILIPPINES,severe damage
1988,11,16,37.938,-26.142,11.0,5.3,AZORES,minor damage
1988,11,23,48.117,-71.183,29.0,5.8,CANADA,slight_damage
1988,12,7,40.987,44.185,5.0,6.8,ARMENIA,severe damage
1989,1,23,38.465,68.694,33.0,5.3,TAJIKISTAN,minor damage
1989,3,11,1.031,126.189,32.0,5.6,INDONESIA,slight_damage
1989,3,8,40.027,41.816,10.0,4.4,TURKEY,minor damage
1989,3,14,-4.346,152.797,53.0,5.4,PAPUA NEW GUINEA,minor damage
1989,3,21,-13.702,34.42,30.0,6.1,MALAWI,severe damage
1989,4,20,29.987,99.195,13.0,6.2,CHINA,severe damage
1989,4,14,16.773,-99.328,19.0,6.8,MEXICO,severe damage
1989,5,9,29.964,51.655,33.0,5.1,IRAN,minor damage
1989,5,0,11.038,-68.27,16.0,5.2,VENEZUELA,minor damage
1989,5,0,23.553,99.526,33.0,5.6,CHINA,slight_damage
1989,5,10,-52.341,160.568,10.0,8.2,MACQUARIE ISLAND,great damage
1989,5,20,30.167,50.921,31.0,5.8,IRAN,slight_damage
1989,6,0,21.861,89.763,6.0,5.1,BANGLADESH,minor damage
1989,6,20,1.134,-79.616,15.0,6.1,ECUADOR,severe damage
1989,6,3,19.362,-155.083,9.0,6.1,HAWAIIAN ISLANDS,severe damage
1989,6,10,39.112,-28.242,11.0,5.7,AZORES,slight_damage
1989,7,2,34.942,139.193,5.0,5.0,JAPAN,minor damage
1989,7,20,-8.081,125.129,10.0,6.2,INDONESIA,severe damage
1989,8,0,-4.511,139.022,14.0,5.8,INDONESIA,slight_damage
1989,8,7,43.522,45.362,18.0,5.0,RUSSIA,minor damage
1989,8,11,11.766,41.942,12.0,6.3,DJIBOUTI,severe damage
1989,9,5,-4.219,136.667,9.0,6.0,INDONESIA,slight_damage
1989,9,13,55.543,-156.835,11.0,6.9,ALASKA,severe damage
1989,9,2,31.583,102.433,15.0,6.1,CHINA,severe damage
1989,10,2,30.96,51.421,42.0,4.7,IRAN,minor damage
1989,10,0,37.036,-121.883,19.0,6.9,CALIFORNIA,severe damage
1989,10,14,39.893,113.884,10.0,5.3,CHINA,minor damage
1989,10,5,39.571,143.333,10.0,6.6,JAPAN,severe damage
1989,10,19,36.788,2.448,6.0,5.7,ALGERIA,slight_damage
1989,11,10,18.986,-68.833,26.0,4.4,PUERTO RICO,minor damage
1989,11,18,39.837,142.76,29.0,7.4,JAPAN,serious damage
1989,11,3,29.882,106.804,33.0,4.7,CHINA,minor damage
1989,11,4,29.892,57.718,18.0,5.9,IRAN,slight_damage
1989,12,18,8.337,126.729,24.0,7.5,PHILIPPINES,serious damage
1989,12,23,-32.967,151.619,10.0,5.4,AUSTRALIA,minor damage
1990,2,7,9.755,124.694,26.0,6.6,PHILIPPINES,severe damage
1990,2,6,34.706,139.252,14.0,6.4,JAPAN,severe damage
1990,2,23,34.14,-117.7,5.0,5.5,CALIFORNIA,slight_damage
1990,3,12,-22.122,175.163,33.0,7.6,FIJI ISLANDS,serious damage
1990,3,19,28.925,66.331,10.0,6.1,PAKISTAN,severe damage
1990,3,13,9.919,-84.808,22.0,7.0,COSTA RICA,serious damage
1990,3,14,37.034,72.942,33.0,6.3,TAJIKISTAN,severe damage
1990,3,22,9.253,125.606,39.0,5.5,PHILIPPINES,slight_damage
1990,4,13,52.314,-2.985,18.0,4.7,UNITED KINGDOM,minor damage
1990,4,21,15.125,147.596,11.0,7.5,NORTHERN MARIANA ISLANDS,serious damage
1990,4,1,39.436,74.9,33.0,6.2,CHINA,severe damage
1990,4,13,1.186,122.857,26.0,7.6,INDONESIA,serious damage
1990,4,19,31.107,51.678,47.0,4.7,IRAN,minor damage
1990,4,9,35.986,100.245,8.0,6.9,CHINA,severe damage
1990,5,7,40.775,15.766,10.0,5.4,ITALY,minor damage
1990,5,4,-40.296,176.064,21.0,6.3,NEW ZEALAND,severe damage
1990,5,2,5.121,32.145,15.0,7.1,SOUTH SUDAN,serious damage
