year,month,hour,latitude,longitude,focal_depth_(km),magnitude,country,magnitude_scale
1965,4,23,34.9,138.0,36.0,6.0,JAPAN,slight_damage
1965,4,15,47.4,-122.3,59.0,6.6,WASHINGTON,severe damage
1965,5,10,13.5,-89.3,23.0,6.0,EL SALVADOR,slight_damage
1965,6,3,44.7,148.7,0.0,7.2,RUSSIA,serious damage
1965,6,0,28.1,55.9,40.0,6.0,IRAN,slight_damage
1965,7,20,53.03,-167.55,40.0,6.5,ALASKA,severe damage
1965,7,11,22.4,101.6,15.0,6.1,CHINA,severe damage
1965,7,3,38.384,22.545,18.0,6.1,NORTH CORINTH GULF,severe damage
1965,8,22,-15.8,167.2,13.0,7.6,VANUATU ISLANDS,serious damage
1965,8,12,-15.9,166.8,33.0,7.3,VANUATU ISLANDS,serious damage
1965,8,19,16.3,-95.8,28.0,7.8,MEXICO,serious damage
1965,10,16,-42.9,-75.13,28.0,6.5,CHILE,severe damage
1965,11,4,43.9,87.8,0.0,6.6,CHINA,severe damage
1966,1,2,27.9,99.7,0.0,5.1,CHINA,minor damage
1966,2,2,39.2,22.0,38.0,6.3,GREECE,severe damage
1966,2,15,26.1,103.1,0.0,6.5,CHINA,severe damage
1966,2,10,26.1,103.1,0.0,6.2,CHINA,severe damage
1966,3,0,37.47,115.03,0.0,5.2,CHINA,minor damage
1966,3,1,39.1,41.6,38.0,6.0,TURKEY,slight_damage
1966,3,21,37.35,114.92,8.0,7.4,CHINA,serious damage
1966,3,16,24.1,122.6,48.0,8.0,TAIWAN,great damage
1966,3,16,37.27,114.97,0.0,5.6,CHINA,slight_damage
1966,3,1,0.622,29.863,29.0,6.6,UGANDA,severe damage
1966,3,8,37.5,115.1,15.0,7.6,CHINA,serious damage
1966,3,15,37.68,115.27,0.0,6.2,CHINA,severe damage
1966,4,14,37.25,114.78,0.0,5.3,CHINA,minor damage
1966,4,0,41.2,69.1,0.0,0.0,UZBEKISTAN,limited damage
1966,5,23,38.0,42.6,41.0,4.8,TURKEY,minor damage
1966,6,0,-10.343,160.883,31.0,7.1,SOLOMON ISLANDS,serious damage
1966,6,10,29.554,80.854,23.0,6.3,NEPAL-INDIA,severe damage
1966,7,0,38.5,41.3,0.0,0.0,TURKEY,limited damage
1966,7,0,38.9,41.3,64.0,4.6,TURKEY,minor damage
1966,7,18,44.75,37.0,33.0,5.5,RUSSIA,slight_damage
1966,8,2,28.7,78.9,53.0,5.6,INDIA,slight_damage
1966,8,12,39.2,41.6,24.0,6.8,TURKEY,severe damage
1966,9,14,37.459,22.155,17.0,5.5,GREECE,slight_damage
1966,9,22,4.62,-73.98,15.0,5.3,COLOMBIA,minor damage
1966,9,5,24.0,97.7,0.0,5.4,CHINA,minor damage
1966,9,18,10.8,-69.5,12.0,5.0,VENEZUELA,minor damage
1966,9,14,27.5,100.1,0.0,6.4,CHINA,severe damage
1966,10,2,43.83,125.12,0.0,5.2,CHINA,minor damage
1966,10,21,-10.748,-78.638,38.0,8.1,PERU,great damage
1966,10,2,39.2,21.2,20.0,5.7,GREECE,slight_damage
1966,12,8,-25.5,-70.7,47.0,7.8,CHILE,serious damage
1966,12,18,-11.893,166.445,83.0,7.8,SOLOMON ISLANDS,serious damage
1966,12,22,-12.334,166.684,23.0,7.2,SOLOMON ISLANDS,serious damage
1967,1,5,38.4,22.0,10.0,6.0,GREECE,slight_damage
1967,1,0,48.1,102.8,35.0,7.5,MONGOLIA,serious damage
1967,1,14,30.2,104.1,0.0,5.5,CHINA,slight_damage
1967,2,14,40.0,20.2,33.0,5.6,ALBANIA,slight_damage
1967,2,15,2.85,-74.8,55.0,7.0,COLOMBIA,serious damage
1967,2,22,-9.2,113.1,80.0,6.8,INDONESIA,severe damage
1967,3,4,45.53,151.11,38.0,7.0,RUSSIA,serious damage
1967,3,8,38.5,116.5,30.0,6.3,CHINA,severe damage
1967,4,5,-3.7,119.3,33.0,5.5,INDONESIA,slight_damage
1967,4,4,5.5,97.3,100.0,6.1,INDONESIA-MALAYSIA,severe damage
1967,5,7,39.5,21.2,55.0,5.9,GREECE,slight_damage
1967,7,2,35.5,-0.1,13.0,5.0,ALGERIA,minor damage
1967,7,16,40.7,30.8,4.0,7.3,TURKEY,serious damage
1967,7,18,39.5,40.4,8.0,6.2,TURKEY,severe damage
1967,7,10,6.747,-73.03,161.0,6.8,COLOMBIA,severe damage
1967,7,0,10.559,-67.33,25.0,6.6,VENEZUELA,severe damage
1967,8,22,43.2,-0.5,15.0,5.3,FRANCE,minor damage
1967,8,22,-4.4,152.5,30.0,6.4,PAPUA NEW GUINEA,severe damage
1967,8,4,31.6,100.3,10.0,6.8,CHINA,severe damage
1967,9,21,-10.6,-79.8,40.0,7.0,PERU,serious damage
1967,10,0,24.5,122.2,65.0,7.0,TAIWAN,serious damage
1967,11,21,-28.78,-71.19,35.0,5.9,CHILE,slight_damage
1967,11,7,41.5,20.5,29.0,6.5,ALBANIA,severe damage
1967,12,20,37.717,115.217,25.0,5.7,CHINA,slight_damage
1967,12,22,17.412,73.885,15.0,6.6,INDIA,severe damage
1967,12,14,36.467,111.217,30.0,5.4,CHINA,minor damage
1967,12,2,-21.7,-69.5,33.0,7.5,CHILE,serious damage
1968,1,10,12.1,-86.2,5.0,4.6,NICARAGUA,minor damage
1968,1,2,37.9,13.1,33.0,6.0,ITALY,slight_damage
1968,1,9,37.8,13.2,33.0,5.1,ITALY,minor damage
1968,1,10,43.586,146.701,40.0,7.3,RUSSIA,serious damage
1968,2,5,-5.5,153.2,74.0,7.8,PAPUA NEW GUINEA,serious damage
1968,2,22,39.368,24.957,15.0,7.2,GREECE,serious damage
1968,2,1,32.0,130.6,3.0,6.3,JAPAN,severe damage
1968,2,0,36.08,5.07,0.0,4.9,ALGERIA,minor damage
1968,2,0,37.7,-29.4,0.0,7.6,AZORES,serious damage
1968,3,19,-0.6,34.4,33.0,4.6,KENYA,minor damage
1968,4,0,32.3,132.5,30.0,7.5,JAPAN,serious damage
1968,4,19,44.08,8.0,7.0,4.6,ITALY,minor damage
1968,4,17,39.253,44.203,34.0,5.6,IRAN,slight_damage
1968,5,10,39.3,44.4,0.0,0.0,IRAN,limited damage
1968,5,0,40.8,143.2,7.0,8.2,JAPAN,great damage
1968,5,10,41.5,142.7,33.0,7.5,JAPAN,serious damage
1968,5,17,-41.7,172.0,21.0,7.1,NEW ZEALAND,serious damage
1968,5,13,-2.9,139.3,65.0,7.7,INDONESIA,serious damage
1968,6,0,39.1,46.1,0.0,5.0,ARMENIA,minor damage
1968,6,13,39.4,143.1,44.0,7.2,JAPAN,serious damage
1968,6,8,-5.6,-77.2,33.0,7.0,PERU,serious damage
1968,6,9,29.8,51.2,32.0,5.3,IRAN,minor damage
1968,7,7,-30.8,-178.4,60.0,7.3,KERMADEC ISLANDS,serious damage
1968,8,20,16.5,122.2,36.0,7.3,PHILIPPINES,serious damage
1968,8,14,16.519,-97.739,25.0,7.3,MEXICO,serious damage
1968,8,7,33.3,132.2,10.0,0.0,JAPAN,limited damage
1968,8,2,1.4,126.2,25.0,7.6,INDONESIA,serious damage
1968,8,22,0.2,119.8,23.0,7.4,INDONESIA,serious damage
1968,8,10,34.158,59.083,13.0,7.1,IRAN,serious damage
1968,9,5,39.1,46.2,24.0,5.0,ARMENIA,minor damage
1968,9,7,34.0,58.2,15.0,6.2,IRAN,severe damage
1968,9,8,41.8,32.3,38.0,6.6,TURKEY,severe damage
1968,9,6,10.697,-62.748,103.0,6.5,VENEZUELA,severe damage
1968,9,4,39.2,40.1,14.0,5.1,TURKEY,minor damage
1968,9,10,15.573,-92.536,124.0,6.1,MEXICO-GUATEMALA,severe damage
1968,10,19,26.3,140.6,516.0,7.5,JAPAN,serious damage
1968,10,2,-31.6,117.0,5.0,6.9,AUSTRALIA,severe damage
1968,10,21,-3.4,143.3,21.0,7.5,PAPUA NEW GUINEA,serious damage
1968,11,4,42.1,19.3,17.0,5.3,BALKANS NW,minor damage
1969,1,3,37.14,57.899,11.0,5.5,IRAN,slight_damage
1969,1,13,-7.9,158.9,47.0,7.5,SOLOMON ISLANDS,serious damage
1969,1,7,45.0,143.2,204.0,7.6,JAPAN,serious damage
1969,1,10,4.8,127.4,70.0,7.5,INDONESIA,serious damage
1969,2,22,41.45,79.367,10.0,6.3,CHINA,severe damage
1969,2,0,-3.1,118.9,13.0,7.4,INDONESIA,serious damage
1969,2,2,36.017,-10.95,22.0,7.8,PORTUGAL; MOROCCO,serious damage
1969,3,21,39.2,28.5,12.0,5.6,TURKEY,slight_damage
1969,3,1,38.6,28.4,9.0,6.5,TURKEY,severe damage
1969,3,9,11.875,41.208,35.0,6.2,ETHIOPIA,severe damage
1969,3,7,27.7,34.0,33.0,7.0,EGYPT,serious damage
1969,4,22,40.7,19.8,33.0,5.5,ALBANIA,slight_damage
1969,4,7,32.2,132.1,41.0,0.0,JAPAN,limited damage
1969,4,20,39.2,28.6,9.0,5.1,TURKEY,minor damage
1969,7,5,38.2,119.4,6.0,7.4,CHINA,serious damage
1969,7,2,-11.9,-75.1,1.0,5.9,PERU,slight_damage
1969,7,22,22.317,111.8,5.0,6.4,CHINA,severe damage
1969,8,4,-6.6,146.9,17.0,5.4,PAPUA NEW GUINEA,minor damage
1969,8,13,43.2,12.4,33.0,4.7,ITALY,minor damage
1969,8,21,43.6,147.9,30.0,8.2,RUSSIA,great damage
1969,9,14,39.7,74.8,0.0,5.5,CHINA,slight_damage
1969,9,20,-33.268,19.386,33.0,6.3,SOUTH AFRICA,severe damage
1969,10,5,-11.7,-75.1,43.0,6.2,PERU,severe damage
1969,10,4,38.467,-122.692,10.0,4.8,CALIFORNIA,minor damage
1969,10,1,-33.1,19.6,33.0,5.8,SOUTH AFRICA,slight_damage
1969,10,15,44.9,17.3,33.0,6.0,BALKANS NW,slight_damage
1969,10,8,44.9,17.2,33.0,6.4,BALKANS NW,severe damage
1969,11,2,2.1,94.6,20.0,7.7,INDONESIA,serious damage
1969,11,23,57.7,163.6,51.0,7.3,RUSSIA,serious damage
1969,12,7,-0.8,-78.3,27.0,4.2,ECUADOR,minor damage
1969,12,21,15.8,-59.7,7.0,7.2,GUADELOUPE,serious damage
1970,1,17,24.1,102.5,31.0,7.8,CHINA,serious damage
1970,1,12,6.8,126.7,73.0,7.6,PHILIPPINES,serious damage
1970,2,22,12.6,122.1,11.0,7.1,PHILIPPINES,serious damage
1970,2,11,-9.9,-75.6,35.0,5.4,PERU,minor damage
1970,3,22,57.5,-153.9,29.0,6.0,ALASKA,slight_damage
1970,3,1,38.6,44.7,23.0,4.8,IRAN,minor damage
1970,3,1,21.7,73.0,3.0,5.4,INDIA,minor damage
1970,3,21,39.2,29.5,20.0,7.4,TURKEY,serious damage
1970,4,5,15.78,121.71,40.0,7.3,PHILIPPINES,serious damage
1970,4,9,39.1,28.7,18.0,5.7,TURKEY,slight_damage
1970,5,9,43.0,47.0,17.0,5.7,RUSSIA,slight_damage
1970,5,18,43.0,47.1,44.0,6.5,RUSSIA,severe damage
1970,5,20,-9.2,-78.8,43.0,7.9,PERU,serious damage
1970,6,4,42.5,78.8,20.0,6.6,KAZAKHSTAN,severe damage
1970,6,16,-59.1,157.8,33.0,7.6,AUSTRALIA,serious damage
1970,6,0,-52.0,-73.8,10.0,6.0,CHILE,slight_damage
1970,6,10,-22.28,-70.55,44.0,6.4,CHILE,severe damage
1970,6,13,51.8,-131.0,12.0,7.5,CANADA,serious damage
1970,7,2,38.8,36.7,27.0,4.9,TURKEY,minor damage
1970,7,22,32.2,131.7,34.0,7.0,"SEIKAIDO, JAPAN",serious damage
1970,7,0,37.8,55.9,16.0,6.7,IRAN,severe damage
1970,7,17,-1.5,-72.6,651.0,7.1,PERU,serious damage
1970,8,10,-14.095,166.57,39.0,7.5,SOLOMON ISLANDS,serious damage
1970,9,20,44.0,16.0,5.0,5.5,BALKANS NW,slight_damage
1970,9,12,6.2,-77.6,8.0,6.6,COLOMBIA,severe damage
1970,9,19,-44.64,173.62,0.0,5.1,NEW ZEALAND,minor damage
1970,9,9,20.6,122.0,33.0,5.3,PHILIPPINES,minor damage
1970,10,17,-4.907,145.471,8.0,7.3,PAPUA NEW GUINEA,serious damage
1970,11,11,-20.94,-69.81,33.0,6.0,CHILE,slight_damage
1970,12,1,43.84,39.34,7.0,5.1,RUSSIA,minor damage
1970,12,4,-4.0,-80.7,25.0,7.6,PERU,serious damage
1971,1,7,-3.1,139.7,34.0,8.1,INDONESIA,great damage
1971,2,15,0.6,98.8,40.0,7.1,INDONESIA,serious damage
1971,2,18,42.5,11.8,33.0,4.6,ITALY,minor damage
1971,2,14,34.412,-118.4,8.0,6.5,CALIFORNIA,severe damage
1971,2,16,36.6,55.6,39.0,5.3,IRAN,minor damage
1971,4,6,29.8,51.9,10.0,5.1,IRAN,minor damage
1971,4,19,28.363,55.737,44.0,6.1,IRAN,severe damage
1971,5,6,51.4,-177.2,43.0,7.1,ALASKA,serious damage
1971,5,6,37.6,29.8,23.0,5.9,TURKEY,slight_damage
1971,5,16,38.8,40.5,3.0,6.7,TURKEY,severe damage
1971,6,12,18.0,-69.8,57.0,6.1,DOMINICAN REPUBLIC,severe damage
1971,6,14,-7.2,109.1,35.0,5.2,INDONESIA,minor damage
1971,6,21,-25.5,-69.2,93.0,6.3,CHILE,severe damage
1971,7,3,-32.5,-71.2,58.0,7.8,CHILE,serious damage
1971,7,6,-5.5,153.9,47.0,7.9,PAPUA NEW GUINEA,serious damage
1971,7,1,44.8,10.3,7.0,5.2,ITALY,minor damage
1971,7,1,-4.9,153.2,48.0,7.9,PAPUA NEW GUINEA,serious damage
1971,7,2,-2.7,-77.4,135.0,6.3,PERU-ECUADOR,severe damage
1971,8,7,41.4,143.5,51.0,7.3,JAPAN TRENCH,serious damage
1971,8,2,36.3,52.7,27.0,5.3,IRAN,minor damage
1971,8,4,28.9,103.7,0.0,5.9,CHINA,slight_damage
1971,8,6,30.0,50.7,45.0,4.8,IRAN,minor damage
1971,9,18,46.5,141.2,9.0,7.1,RUSSIA,serious damage
1971,9,13,46.7,141.4,29.0,5.5,RUSSIA,slight_damage
1971,9,11,46.4,141.2,6.0,6.6,RUSSIA,severe damage
1971,9,16,46.3,140.9,16.0,6.2,RUSSIA,severe damage
1971,9,4,-6.5,146.6,115.0,7.0,PAPUA NEW GUINEA,serious damage
1971,9,19,46.4,141.1,21.0,6.1,RUSSIA,severe damage
1971,10,10,-14.1,-73.3,54.0,5.7,PERU,slight_damage
1971,10,17,-15.5,167.2,40.0,7.1,VANUATU ISLANDS,serious damage
1971,11,22,51.5,179.1,2.0,5.7,ALASKA,slight_damage
1971,11,19,52.9,159.2,106.0,6.3,RUSSIA,severe damage
1971,12,8,56.0,163.3,33.0,7.8,RUSSIA,serious damage
1972,1,3,22.6,122.1,33.0,7.6,TAIWAN,serious damage
1972,1,2,22.5,122.3,33.0,7.5,TAIWAN,serious damage
1972,1,3,23.0,122.2,33.0,7.7,TAIWAN,serious damage
1972,2,2,43.8,13.3,25.0,4.8,ITALY,minor damage
1972,2,6,29.7,50.9,21.0,4.5,IRAN,minor damage
1972,2,9,33.3,140.8,56.0,7.2,JAPAN,serious damage
1972,3,7,-6.8,-76.8,64.0,6.1,PERU,severe damage
1972,4,2,28.415,52.765,11.0,6.6,IRAN,severe damage
1972,4,9,23.6,121.6,33.0,6.9,TAIWAN,severe damage
1972,4,19,13.4,120.3,50.0,7.2,PHILIPPINES,serious damage
1972,6,18,-30.5,-71.8,39.0,6.6,CHILE,severe damage
1972,6,16,3.9,124.3,325.0,7.8,INDONESIA,serious damage
1972,6,15,43.8,13.3,4.0,4.4,ITALY,minor damage
1972,6,15,36.2,69.7,47.0,6.1,AFGHANISTAN,severe damage
1972,7,12,30.1,50.8,31.0,5.3,IRAN,minor damage
1972,7,21,56.82,-135.68,25.0,7.6,ALASKA,serious damage
1972,8,23,-6.0,152.9,10.0,7.1,W. SOLOMON SEA,serious damage
1972,9,16,36.0,73.4,36.0,6.2,PAKISTAN,severe damage
1972,9,22,46.0,-1.1,33.0,5.3,FRANCE,minor damage
1972,9,4,37.9,22.4,83.0,6.0,GREECE,slight_damage
1972,9,14,38.3,20.3,33.0,6.3,GREECE,severe damage
1972,11,19,-20.0,168.8,32.0,7.0,NEW CALEDONIA,serious damage
1972,12,0,6.5,126.6,73.0,7.4,PHILIPPINES,serious damage
1972,12,10,33.3,140.7,66.0,7.4,JAPAN,serious damage
1972,12,6,12.4,-86.1,5.0,6.2,NICARAGUA,severe damage
1972,12,4,-30.6,-71.0,60.0,5.4,CHILE,minor damage
1973,1,21,18.48,-103.0,43.0,7.5,MEXICO,serious damage
1973,2,10,31.4,100.58,33.0,7.6,CHINA,serious damage
1973,2,14,-39.58,176.57,38.0,5.1,NEW ZEALAND,minor damage
1973,2,14,34.1,-119.0,8.0,5.7,CALIFORNIA,slight_damage
1973,2,0,28.58,52.62,27.0,5.2,IRAN,minor damage
1973,2,6,50.5,156.6,27.0,7.2,RUSSIA,serious damage
1973,3,19,-34.13,150.27,13.0,5.5,AUSTRALIA,slight_damage
1973,3,8,13.4,122.8,33.0,7.5,PHILIPPINES,serious damage
1973,4,7,11.66,43.03,31.0,5.9,ETHIOPIA,slight_damage
1973,4,8,10.679,-84.759,33.0,6.5,COSTA RICA,severe damage
1973,4,21,4.956,-78.144,50.0,6.5,"COLOMBIA; SAN CRISTOBAL, VENEZUELA",severe damage
1973,4,20,19.936,-155.098,48.0,6.5,HAWAII,severe damage
1973,6,3,43.2,145.8,48.0,7.7,JAPAN,serious damage
1973,6,2,43.3,146.4,50.0,7.1,RUSSIA,serious damage
1973,6,22,43.2,146.6,50.0,6.6,RUSSIA,severe damage
1973,7,4,35.18,86.48,33.0,7.5,CHINA,serious damage
1973,8,22,37.66,15.167,0.0,3.5,ITALY,minor damage
1973,8,9,18.27,-96.6,84.0,6.2,MEXICO,severe damage
1973,10,5,-32.5,-71.5,14.0,6.7,CHILE,severe damage
1973,10,15,-60.82,-21.55,33.0,7.5,ANTARCTICA,serious damage
1973,11,15,38.9,20.44,8.0,5.5,GREECE,slight_damage
1973,11,7,30.589,53.058,11.0,5.8,IRAN,slight_damage
1973,11,13,38.46,-28.31,5.0,5.1,AZORES,minor damage
1973,11,10,35.18,23.8,26.0,5.6,GREECE,slight_damage
1973,12,13,-14.46,166.6,26.0,7.5,VANUATU ISLANDS,serious damage
1973,12,0,-15.12,166.9,47.0,7.2,VANUATU ISLANDS,serious damage
1974,1,8,-12.3,-76.35,98.0,6.3,PERU,severe damage
1974,1,23,-7.5,155.9,34.0,7.0,SOLOMON ISLANDS,serious damage
1974,2,0,38.6,27.0,29.0,5.2,TURKEY,minor damage
1974,2,3,-7.4,155.6,40.0,7.1,SOLOMON ISLANDS,serious damage
1974,4,1,6.89,-72.93,24.0,5.0,COLOMBIA,minor damage
1974,4,0,31.6,119.2,16.0,5.5,CHINA,slight_damage
1974,5,23,34.5,138.7,2.0,6.5,JAPAN,severe damage
1974,5,19,28.24,104.01,11.0,7.1,CHINA,serious damage
1974,6,16,10.56,-63.38,34.0,6.1,VENEZUELA,severe damage
1974,6,17,44.97,15.53,7.0,4.5,BALKANS NW,minor damage
1974,7,16,-22.124,-64.638,18.0,5.9,ARGENTINA,slight_damage
1974,7,19,45.14,94.03,33.0,6.7,MONGOLIA,severe damage
1974,7,1,7.75,-77.69,12.0,7.3,COLOMBIA,serious damage
1974,8,18,36.0,139.82,58.0,5.7,JAPAN,slight_damage
1974,8,10,-38.5,-73.4,36.0,7.1,CHILE,serious damage
1974,9,19,-0.28,12.92,33.0,6.2,GABON,severe damage
1974,9,5,43.2,146.7,43.0,6.7,RUSSIA,severe damage
1974,10,14,-12.27,-77.79,13.0,8.1,PERU,great damage
1974,10,9,17.3,-62.0,47.0,7.5,ANTIGUA AND BARBUDA; ST KITTS,serious damage
1974,12,9,28.0,55.8,36.0,5.4,IRAN,minor damage
1974,12,12,35.1,72.9,22.0,6.2,PAKISTAN,severe damage
1975,1,23,42.89,46.99,31.0,5.2,RUSSIA,minor damage
1975,1,9,-5.0,130.0,0.0,5.9,INDONESIA,slight_damage
1975,1,8,32.46,78.43,33.0,6.8,INDIA,severe damage
1975,1,14,33.0,131.1,10.0,5.8,JAPAN,slight_damage
1975,2,8,53.11,173.5,10.0,7.6,ALASKA,serious damage
1975,2,11,40.64,122.58,33.0,7.4,CHINA,serious damage
1975,2,4,-6.7,106.7,27.0,5.6,INDONESIA,slight_damage
1975,3,7,27.5,56.26,27.0,6.1,IRAN,severe damage
1975,3,15,-29.9,-71.3,4.0,6.9,CHILE,severe damage
1975,3,5,40.42,26.14,5.0,6.7,TURKEY,severe damage
1975,3,2,42.06,-112.55,5.0,6.0,IDAHO,slight_damage
1975,4,9,10.04,-69.75,33.0,6.1,VENEZUELA,severe damage
1975,4,17,33.19,131.3,7.0,6.1,JAPAN,severe damage
1975,5,14,-38.18,-73.23,6.0,7.7,CHILE,serious damage
1975,5,9,35.962,-17.576,33.0,7.8,ATLANTIC OCEAN,serious damage
1975,6,13,43.024,147.734,15.0,7.0,RUSSIA,serious damage
1975,7,12,21.49,94.7,157.0,6.5,MYANMAR (BURMA),severe damage
1975,7,7,36.32,5.241,30.0,4.3,ALGERIA,minor damage
1975,7,14,-6.59,155.054,49.0,7.9,PAPUA NEW GUINEA,serious damage
1975,7,19,-7.104,155.152,44.0,7.7,PAPUA NEW GUINEA,serious damage
1975,8,20,39.439,-121.528,15.0,5.6,CALIFORNIA,slight_damage
1975,9,9,38.474,40.723,26.0,6.7,TURKEY,severe damage
1975,9,14,31.549,51.062,33.0,5.5,IRAN,slight_damage
1975,10,14,-24.894,-175.119,9.0,7.8,TONGA ISLANDS,serious damage
1975,10,8,12.54,125.993,50.0,7.6,PHILIPPINES,serious damage
1975,11,1,13.843,144.754,113.0,6.1,GUAM,severe damage
1975,11,14,19.451,-155.033,2.0,7.7,HAWAII,serious damage
1975,12,21,-18.672,178.464,33.0,4.9,FIJI ISLANDS,minor damage
1975,12,15,-16.265,-172.467,33.0,7.8,SAMOA ISLANDS,serious damage
1975,12,9,38.628,21.798,19.0,5.5,GREECE,slight_damage
1976,1,13,66.16,-16.58,33.0,6.4,ICELAND,severe damage
1976,1,15,-29.208,-177.886,69.0,7.8,KERMADEC ISLANDS,serious damage
1976,1,16,-28.427,-177.657,33.0,8.0,KERMADEC ISLANDS,great damage
1976,1,10,44.915,149.123,41.0,7.0,RUSSIA,serious damage
1976,2,9,15.324,-89.101,5.0,7.5,GUATEMALA,serious damage
1976,3,16,14.767,-91.061,5.0,5.1,GUATEMALA,minor damage
1976,3,13,36.61,67.79,33.0,5.5,AFGHANISTAN,slight_damage
1976,3,11,41.13,43.01,18.0,4.8,TURKEY,minor damage
1976,4,2,40.31,63.77,33.0,7.0,UZBEKISTAN,serious damage
1976,4,7,0.78,-79.8,9.0,6.7,ECUADOR,severe damage
1976,4,22,40.89,42.85,44.0,5.5,TURKEY,slight_damage
1976,5,20,46.356,13.275,9.0,6.5,ITALY,severe damage
1976,5,2,40.38,63.47,10.0,7.0,UZBEKISTAN,serious damage
1976,5,12,24.57,98.953,8.0,7.3,CHINA,serious damage
1976,5,14,24.531,98.71,10.0,7.4,CHINA,serious damage
1976,6,14,17.4,-100.64,45.0,6.4,MEXICO,severe damage
1976,6,19,-4.603,140.091,33.0,7.1,INDONESIA,serious damage
1976,7,16,7.4,-78.1,22.0,6.7,PANAMA,severe damage
1976,7,7,-8.17,114.888,40.0,6.5,INDONESIA,severe damage
1976,7,2,4.96,118.31,33.0,6.2,MALAYSIA,severe damage
1976,7,19,39.57,117.98,23.0,7.5,CHINA,serious damage
1976,7,10,39.664,118.401,26.0,7.4,CHINA,serious damage
1976,8,16,6.292,124.09,33.0,8.0,PHILIPPINES,great damage
1976,8,4,7.249,122.939,22.0,6.8,PHILIPPINES,severe damage
1976,8,1,37.7,28.89,3.0,4.9,TURKEY,minor damage
1976,9,16,46.28,13.157,16.0,5.5,ITALY,slight_damage
1976,9,3,46.302,13.197,10.0,6.0,ITALY,slight_damage
1976,9,9,46.32,13.13,17.0,5.9,ITALY-BALKANS NW,slight_damage
1976,10,2,-4.517,139.918,33.0,7.1,INDONESIA,serious damage
1976,11,4,33.846,59.208,13.0,6.0,IRAN,slight_damage
1976,11,12,39.12,44.03,36.0,7.3,TURKEY,serious damage
1976,11,21,36.51,71.04,190.0,6.1,AFGHANISTAN; TAJIKISTAN,severe damage
1976,11,0,-20.52,-68.92,82.0,7.3,CHILE,serious damage
1976,12,8,-27.953,26.653,33.0,5.2,SOUTH AFRICA,minor damage
1976,12,0,39.0,44.0,0.0,0.0,IRAN,limited damage
1977,1,13,-8.22,115.19,33.0,5.2,INDONESIA,minor damage
1977,1,14,40.04,70.85,20.0,5.9,TAJIKISTAN,slight_damage
1977,3,19,45.777,26.703,89.0,7.5,ROMANIA,serious damage
1977,3,23,0.45,100.02,22.0,6.0,INDONESIA,slight_damage
1977,3,21,16.77,122.33,37.0,7.3,PHILIPPINES,serious damage
1977,3,21,27.584,56.378,29.0,6.7,IRAN,severe damage
1977,3,2,38.56,40.02,21.0,4.9,TURKEY,minor damage
1977,4,7,-16.696,-172.095,33.0,7.6,SAMOA ISLANDS,serious damage
1977,4,13,31.845,50.711,41.0,6.0,IRAN,slight_damage
1977,4,23,-9.828,160.323,33.0,6.8,SOLOMON ISLANDS,severe damage
1977,4,23,-9.89,160.348,19.0,7.6,SOLOMON ISLANDS,serious damage
1977,4,23,-9.844,160.822,33.0,7.5,SOLOMON ISLANDS,serious damage
1977,4,4,-9.965,160.731,33.0,8.1,SOLOMON ISLANDS,great damage
1977,5,1,38.934,44.38,37.0,5.4,IRAN,minor damage
1977,5,0,39.0,44.0,0.0,0.0,IRAN,limited damage
1977,6,12,-22.878,-175.9,65.0,7.2,TONGA TRENCH,serious damage
1977,7,13,46.29,14.29,6.0,4.6,BALKANS NW,minor damage
1977,8,6,-11.085,118.464,33.0,8.0,INDONESIA,great damage
1977,8,20,-1.081,146.23,33.0,5.5,PAPUA NEW GUINEA,slight_damage
1977,8,0,7.34,-76.3,33.0,6.5,COLOMBIA,severe damage
1977,10,11,-25.856,-175.406,33.0,7.2,TONGA TRENCH,serious damage
1977,11,2,42.11,23.97,6.0,5.1,ROMANIA,minor damage
1977,11,11,36.73,55.04,33.0,4.9,IRAN,minor damage
1977,11,9,-31.03,-67.77,13.0,7.4,ARGENTINA,serious damage
1977,12,23,30.94,56.53,31.0,5.9,IRAN,slight_damage
1978,1,3,34.809,139.259,14.0,6.6,JAPAN,severe damage
1978,2,21,-30.68,-177.36,33.0,7.7,KERMADEC ISLANDS,serious damage
1978,2,3,39.69,39.79,33.0,4.5,TURKEY,minor damage
1978,2,4,38.78,141.95,60.0,6.1,JAPAN,severe damage
1978,3,19,38.1,16.03,33.0,5.0,ITALY,minor damage
1978,3,2,29.926,66.302,33.0,5.9,PAKISTAN,slight_damage
1978,3,1,17.03,-99.74,36.0,6.6,MEXICO,severe damage
1978,3,0,44.026,149.002,33.0,6.7,RUSSIA,severe damage
1978,3,21,44.14,149.029,33.0,6.6,RUSSIA,severe damage
1978,3,0,44.209,148.971,46.0,6.8,RUSSIA,severe damage
1978,3,3,44.932,148.439,33.0,7.5,RUSSIA,serious damage
1978,3,19,44.244,148.862,33.0,7.6,RUSSIA,serious damage
1978,3,21,42.839,78.606,33.0,7.1,KAZAKHSTAN,serious damage
1978,4,18,43.269,20.919,33.0,5.7,BALKANS NW,slight_damage
1978,4,23,38.391,15.066,14.0,5.7,ITALY,slight_damage
1978,5,23,40.759,23.268,10.0,5.6,GREECE,slight_damage
1978,6,20,35.1,132.6,4.0,4.9,JAPAN,minor damage
